1.0 1.0 0.640126 -1.30206660833159793E-003 3.24931988870957866E-006 3.80784592039533009E-006
1.0 1.1 0.668261 -1.30206660833159793E-003 2.31344006351719145E-006 2.71109758646801249E-006
1.0 1.2 0.688098 -1.30206660833159793E-003 1.83312999979534652E-006 2.14822696144180508E-006
1.0 1.3 0.698433 -1.30206660833159793E-003 1.60136005433741957E-006 1.87661804895867463E-006
1.0 1.4 0.704498 -1.30206660833159793E-003 1.46157003655389417E-006 1.71279950626038009E-006
1.0 1.5 0.707072 -1.30206660833159793E-003 1.42610997500014491E-006 1.67124420996788882E-006
1.0 1.6 0.707236 -1.30206660833159793E-003 1.38534994675865164E-006 1.62347793500251220E-006
1.0 1.7 0.706165 -1.30206660833159793E-003 1.40654003644158365E-006 1.64831039204447110E-006
1.0 1.8 0.704081 -1.30206660833159793E-003 1.41544001053262036E-006 1.65874018387627408E-006
1.0 1.9 0.700764 -1.30206660833159793E-003 1.43219995152321644E-006 1.67838099337270474E-006
1.0 2.0 0.700023 -1.30206660833159793E-003 1.41621001148450887E-006 1.65964254039510668E-006
1.0 2.1 0.695886 -1.30206660833159793E-003 1.46295997183187865E-006 1.71442835769980772E-006
1.0 2.2 0.693938 -1.30206660833159793E-003 1.46206002682447433E-006 1.71337372102432027E-006
1.0 2.3 0.690702 -1.30206660833159793E-003 1.48898004681541352E-006 1.74492102686381018E-006
1.0 2.4 0.687773 -1.30206660833159793E-003 1.51948995608108817E-006 1.78067528852718514E-006
1.0 2.5 0.683669 -1.30206660833159793E-003 1.57334000050468603E-006 1.84378162431271427E-006
 
1.1 1.0 0.670869 -1.30206660833159793E-003 2.24888003685919102E-006 2.63544032816467249E-006
1.1 1.1 0.692935 -1.30206660833159793E-003 1.74586000412091380E-006 2.04595611450042264E-006
1.1 1.2 0.707472 -1.30206660833159793E-003 1.43601005220261868E-006 1.68284601276915404E-006
1.1 1.3 0.714294 -1.30206660833159793E-003 1.31129002056695754E-006 1.53668783815987151E-006
1.1 1.4 0.717255 -1.30206660833159793E-003 1.26241002362803556E-006 1.47940585198807359E-006
1.1 1.5 0.717735 -1.30206660833159793E-003 1.22052995266130893E-006 1.43032701000312855E-006
1.1 1.6 0.71578 -1.30206660833159793E-003 1.23595998502423754E-006 1.44840931269942589E-006
1.1 1.7 0.713862 -1.30206660833159793E-003 1.24514997423830209E-006 1.45917897039267038E-006
1.1 1.8 0.711829 -1.30206660833159793E-003 1.24990003769198665E-006 1.46474552289080368E-006
1.1 1.9 0.709641 -1.30206660833159793E-003 1.25879000734130386E-006 1.47516359061605758E-006
1.1 2.0 0.706441 -1.30206660833159793E-003 1.28745000438357238E-006 1.50874995839571157E-006
1.1 2.1 0.703625 -1.30206660833159793E-003 1.31182002860441571E-006 1.53730894935000846E-006
1.1 2.2 0.69981 -1.30206660833159793E-003 1.35492996378161479E-006 1.58782905706959553E-006
1.1 2.3 0.696533 -1.30206660833159793E-003 1.36742005452106241E-006 1.60246607118225075E-006
1.1 2.4 0.694137 -1.30206660833159793E-003 1.36879998535732739E-006 1.60408319851512971E-006
1.1 2.5 0.690347 -1.30206660833159793E-003 1.41278997034532949E-006 1.65563462792558955E-006
 
1.2 1.0 0.689193 -1.30206660833159793E-003 1.79122002919029910E-006 2.09911308036569584E-006
1.2 1.1 0.70798 -1.30206660833159793E-003 1.41454995628009783E-006 1.65769713807885201E-006
1.2 1.2 0.716998 -1.30206660833159793E-003 1.28328997561766300E-006 1.50387486172700995E-006
1.2 1.3 0.721549 -1.30206660833159793E-003 1.19766002626420232E-006 1.40352596888878379E-006
1.2 1.4 0.721625 -1.30206660833159793E-003 1.17321997095132247E-006 1.37488490918864308E-006
1.2 1.5 0.721526 -1.30206660833159793E-003 1.16709998110309243E-006 1.36771295346417969E-006
1.2 1.6 0.719457 -1.30206660833159793E-003 1.17219997264328413E-006 1.37368958323456575E-006
1.2 1.7 0.717215 -1.30206660833159793E-003 1.18376999580505071E-006 1.38724837923015143E-006
1.2 1.8 0.714725 -1.30206660833159793E-003 1.19090998396131909E-006 1.39561566090869195E-006
1.2 1.9 0.71246 -1.30206660833159793E-003 1.21598998248373391E-006 1.42500666374252670E-006
1.2 2.0 0.709374 -1.30206660833159793E-003 1.22491996989992913E-006 1.43547162789397716E-006
1.2 2.1 0.705458 -1.30206660833159793E-003 1.24268001400196226E-006 1.45628444835987026E-006
1.2 2.2 0.703411 -1.30206660833159793E-003 1.24906000564806163E-006 1.46376109762612748E-006
1.2 2.3 0.700368 -1.30206660833159793E-003 1.27303997032868210E-006 1.49186298165349178E-006
1.2 2.4 0.696858 -1.30206660833159793E-003 1.30286002786306199E-006 1.52680881287891096E-006
1.2 2.5 0.693608 -1.30206660833159793E-003 1.33987998651718954E-006 1.57019213719368190E-006
 
1.3 1.0 0.699547 -1.30206660833159793E-003 1.59085004725056933E-006 1.86430147534336263E-006
1.3 1.1 0.712815 -1.30206660833159793E-003 1.32727996060566511E-006 1.55542629113746979E-006
1.3 1.2 0.721189 -1.30206660833159793E-003 1.20208005682798102E-006 1.40870575909927966E-006
1.3 1.3 0.724339 -1.30206660833159793E-003 1.14996998945571249E-006 1.34763848525391462E-006
1.3 1.4 0.723604 -1.30206660833159793E-003 1.13181999950029422E-006 1.32636869108957262E-006
1.3 1.5 0.722215 -1.30206660833159793E-003 1.14700003450707300E-006 1.34415802435062523E-006
1.3 1.6 0.721284 -1.30206660833159793E-003 1.13323994810343720E-006 1.32803271484864815E-006
1.3 1.7 0.718318 -1.30206660833159793E-003 1.15166994874016382E-006 1.34963065076788214E-006
1.3 1.8 0.715399 -1.30206660833159793E-003 1.16566002361651044E-006 1.36602548149200600E-006
1.3 1.9 0.713197 -1.30206660833159793E-003 1.17184004011505749E-006 1.37326778185576412E-006
1.3 2.0 0.710169 -1.30206660833159793E-003 1.19083995286928257E-006 1.39553359216284813E-006
1.3 2.1 0.706481 -1.30206660833159793E-003 1.21336995562160155E-006 1.42193628011148964E-006
1.3 2.2 0.703619 -1.30206660833159793E-003 1.22723997719731415E-006 1.43819042155702362E-006
1.3 2.3 0.700665 -1.30206660833159793E-003 1.25630003822152503E-006 1.47224562037015950E-006
1.3 2.4 0.69799 -1.30206660833159793E-003 1.25787005345046055E-006 1.47408550572747153E-006
1.3 2.5 0.694343 -1.30206660833159793E-003 1.29038005525217159E-006 1.51218365610128831E-006
 
1.4 1.0 0.702581 -1.30206660833159793E-003 1.49404002058872720E-006 1.75085076020799968E-006
1.4 1.1 0.715679 -1.30206660833159793E-003 1.28362000850756885E-006 1.50426162401464738E-006
1.4 1.2 0.721805 -1.30206660833159793E-003 1.17654997211502632E-006 1.37878730469921759E-006
1.4 1.3 0.723387 -1.30206660833159793E-003 1.14972999654128216E-006 1.34735723992521896E-006
1.4 1.4 0.723374 -1.30206660833159793E-003 1.13415001123939874E-006 1.32909920885916838E-006
1.4 1.5 0.722917 -1.30206660833159793E-003 1.12315001388196833E-006 1.31620842047991599E-006
1.4 1.6 0.720347 -1.30206660833159793E-003 1.12807003915804671E-006 1.32197414956090134E-006
1.4 1.7 0.717951 -1.30206660833159793E-003 1.13729004169726977E-006 1.33277897957379309E-006
1.4 1.8 0.715668 -1.30206660833159793E-003 1.13739997686934657E-006 1.33290781151734998E-006
1.4 1.9 0.712964 -1.30206660833159793E-003 1.14388001293264097E-006 1.34050170184909870E-006
1.4 2.0 0.710151 -1.30206660833159793E-003 1.16338003408600343E-006 1.36335358425515567E-006
1.4 2.1 0.706055 -1.30206660833159793E-003 1.19468995762872510E-006 1.40004537475701049E-006
1.4 2.2 0.702083 -1.30206660833159793E-003 1.22469998586893780E-006 1.43521383077837989E-006
1.4 2.3 0.699325 -1.30206660833159793E-003 1.23851998523605289E-006 1.45140935169116822E-006
1.4 2.4 0.697188 -1.30206660833159793E-003 1.25274004858511034E-006 1.46807370363743822E-006
1.4 2.5 0.693369 -1.30206660833159793E-003 1.29401996673550457E-006 1.51644923245791900E-006
 
1.5 1.0 0.704164 -1.30206660833159793E-003 1.48555000123451464E-006 1.74090139028774418E-006
1.5 1.1 0.715077 -1.30206660833159793E-003 1.28438000501773786E-006 1.50515225642693111E-006
1.5 1.2 0.721676 -1.30206660833159793E-003 1.17364004381670384E-006 1.37537718843522293E-006
1.5 1.3 0.723437 -1.30206660833159793E-003 1.12766997517610434E-006 1.32150531852741967E-006
1.5 1.4 0.722577 -1.30206660833159793E-003 1.12282998543378199E-006 1.31583338229882744E-006
